TemplateType=fptcustom,Version=2021.1209,TemplateSignature=QlJBQ0VMRVQsQ09MTEVDVElCTEVfQ09JTlMsTkVDS0xBQ0UsRUFSUklORyxDVUZGX0xJTkssS0VZQ0hBSU4sQ0hBUk0sR1JFRVRJTkdfQ0FSRCxKRVdFTFJZLEZJTkVORUNLTEFDRUJSQUNFTEVUQU5LTEVU,settings=contentLanguageTag=en_GB&feedType=113&headerLanguageTag=en_GB&metadataVersion=MatprodVkxBUHJvZC0xMTQ0&primaryMarketplaceId=amzn1.mp.o.A1F83G8C2ARO7P&templateIdentifier=acd2336a-d6ea-45b9-acde-2552edca4255&timestamp=2021-12-09T23%3A58%3A48.404Z,The top three rows are for Amazon.com use only. Do not modify or delete the top three rows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Images,,,,,,,,,Variation,,,,Basic,,,,,,,,,,,,,,,,,,,,Discovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Product Enrichment,,,,,,,Dimensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulfillment,,,,,,,,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offer,,,,,,,,,,,,,,,,,,,,,,,,,b2b,,,,,,,,,,,,,,,,,,,,,
Feed Product Type,Seller SKU,Brand Name,Product Name,Manufacturer,Recommended Browse Nodes,Outer Material Type,Product ID,Product ID Type,Manufacturer Part Number,Product Description,grade_rating,model_year,mint_mark,unit_grouping,denomination_unit,Metal Type,Material,Material,Material,Material,Material,graded_by,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Colour,series_title,Item type name,Department Name,Department Name,Department Name,Department Name,Department Name,Department Name,Department Name,Department Name,Department Name,Department Name,Size,Product Lifecycle Supply Type,Gem Type,Gem Type,Gem Type,Unit Count,Unit Count Type,Country/Region Of Origin,Material/Fabric Regulations,Material/Fabric Regulations,Material/Fabric Regulations,Standard Price,Quantity,Minimum Advertised Price,Currency,Main Image URL,Target Gender,Age Range Description,Condition,Other Image Url1,Other Image Url2,Other Image Url3,Other Image Url4,Other Image Url5,Other Image Url6,Other Image Url7,Other Image Url8,Swatch Image URL,Parentage,Parent SKU,Relationship Type,Variation Theme,Update Delete,Model,Product Care Instructions,Closure Type,Certificate Type,Certificate Type,Certificate Type,Certificate Type,Certificate Type,Certificate Number,Certificate Number,Certificate Number,Certificate Number,Certificate Number,Model Name,Language,Language,Language,Language,Language,Target Audience,Target Audience,Target Audience,Target Audience,Target Audience,Target Audience Keywords,Target Audience Keywords,Target Audience Keywords,Target Audience Keywords,Target Audience Keywords,Season of the Product,Catalog Number,Fitting type,Search Terms,Setting Type,size-modifier,Clasp Type,Chain Type,Stone Cut,Stone Cut,Stone Cut,Stone Colour,Stone Colour,Stone Colour,Stone Clarity,Stone Clarity,Stone Clarity,Stone Shape,Platinum Keywords,Platinum Keywords,Platinum Keywords,Platinum Keywords,Platinum Keywords,Style Name,Occasion,Occasion,Occasion,Occasion,Occasion,Colour Map,Intended Use,Intended Use,Intended Use,Intended Use,Intended Use,Lifestyle,Lifestyle,Lifestyle,Lifestyle,Lifestyle,thesaurus_attribute_keywords1,thesaurus_attribute_keywords2,thesaurus_attribute_keywords3,thesaurus_attribute_keywords4,thesaurus_attribute_keywords5,Theme,Subject Matter,Subject Matter,Subject Matter,Subject Matter,Subject Matter,Style Keywords,design_name,Stone Treatment Method,Fur Description,Metal ID,Metal Weight Unit,Stone Colour,Initial Character,Metal Stamp,Stone Shape,Ring Size,Chain Length Unit,Stone Cut,Stone ID,League Name,Stone Creation Method,Team Name,Season and collection year,Metal Weight,Metal Type,Chain Length Decimal Value,Stone Type,Stone Clarity,Item Booking Date,Number of Stones,Drop Length Unit,Back Finding,Drop Length,Is Autographed,Sport Type,Sport Type,Sport Type,Athlete,Weave Type,Embellishment Feature,Stone Symmetry,Stone Symmetry,Stone Symmetry,Stone Polish,Stone Polish,Stone Polish,denomination,Website Shipping Weight,Website Shipping Weight Unit Of Measure,Item Display Diameter,Item Display Height,Item Display Width,Display Length,Total Metal Weight,Total Metal Weight Unit Of Measure,Total Diamond Weight,Total Gem Weight,Stone Weight,Stone Weight,Stone Weight,Size Per Pearl,Item Display Height Unit Of Measure,Item Width Unit Of Measure,Item Display Weight,Item Display Width Unit Of Measure,item_width,item_height,Stone Dimensions Unit Of Measure,Stone Dimensions Unit Of Measure,Stone Dimensions Unit Of Measure,Earring Type,Item Display Diameter Unit Of Measure,Item Height Unit Of Measure,Item Display Length Unit Of Measure,Total Gem Weight Unit Of Measure,Item Display Weight Unit Of Measure,Item Length Unit Of Measure,item_length,Total Diamond Weight Unit Of Measure,Size Map,Item Diameter Decimal Value,Item Diameter Unit Of Measure,Stone Weight Unit,Stone Width Unit,Stone Length,Stone Width,Stone Length Unit,Fulfillment Centre ID,Package Length,Package Weight Unit Of Measure,Package Height,Package Dimensions Unit Of Measure,Package Width,Package weight,Unit of measure of package weight,Package Width Unit Of Measure,Package Length Unit Of Measure,Eu Toys Safety Directive Age Warning,Eu Toys Safety Directive Warning,Eu Toys Safety Directive Warning,Eu Toys Safety Directive Warning,Eu Toys Safety Directive Warning,Eu Toys Safety Directive Warning,Eu Toys Safety Directive Language,Eu Toys Safety Directive Language,Eu Toys Safety Directive Language,Eu Toys Safety Directive Language,Eu Toys Safety Directive Language,Item Weight,item_weight_unit_of_measure,Metal Stamp,Hallmark,Is this product a battery or does it utilise batteries?,Batteries are Included,Battery composition,Battery type/size,Battery type/size,Battery type/size,Number of batteries,Number of batteries,Number of batteries,Battery weight (grams),battery_weight_unit_of_measure,Number of Lithium Metal Cells,Number of Lithium-ion Cells,Lithium Battery Packaging,Watt hours per battery,lithium_battery_energy_content_unit_of_measure,Lithium content (grams),lithium_battery_weight_unit_of_measure,Applicable Dangerous Goods Regulations,Applicable Dangerous Goods Regulations,Applicable Dangerous Goods Regulations,Applicable Dangerous Goods Regulations,Applicable Dangerous Goods Regulations,UN number,Safety Data Sheet (SDS) URL,Volume,item_volume_unit_of_measure,Warranty Type,Flash point (¡C)?,Warranty Description,legal_disclaimer_description,safety_warning,Fabric Type,Categorization/GHS pictograms (select all that apply),Categorization/GHS pictograms (select all that apply),Categorization/GHS pictograms (select all that apply),Launch Date,Release Date,Condition Note,Product Tax Code,Sale Price,Sale From Date,Sale End Date,Production Time,Restock Date,Max Aggregate Ship Quantity,Can Be Gift Messaged,Is Gift Wrap Available?,Is Discontinued By Manufacturer,Recommended Retail Price,Number of Items,Package Quantity,Offer End Date,Max Order Quantity,Merchant Shipping Group,Offer Start Date,Sell Remainder,Scheduled Delivery SKU List,RRP,Minimum Order Quantity,List Price with Tax for Display,Business Price,Quantity Price Type,Quantity Lower Bound 1,Quantity Price 1,Quantity Lower Bound 2,Quantity Price 2,Quantity Lower Bound 3,Quantity Price 3,Quantity Lower Bound 4,Quantity Price 4,Quantity Lower Bound 5,Quantity Price 5,Progressive Discount Type,Progressive Discount Lower Bound 1,Progressive Discount Value 1,Progressive Discount Lower Bound 2,Progressive Discount Value 2,Progressive Discount Lower Bound 3,Progressive Discount Value 3,National Stock Number,United Nations Standard Products and Services Code,Pricing Action
bracelet,Z1-1EIM-Z7BB-FBA,OCC Old Coin Cufflinks,"1957 65th Birthday Keyring-British Sixpence Keyring- Mum, Dad, Brother, Sister- 65th Birthday-Coin Keyring, Sixpence Coin, 65th Anniversary RG",rstrading,10382911031,,B09MFYTWXV,ASIN,1951rosegoldkr,"1957 65th Birthday keyrings -Sixpence keyrings- Mum, Dad, Sister, Brother- 60th Birthday - Coin keyrings , Sixpence Coin, Anniversary, 6d These keyrings have been lovingly handmade from vintage 1957 English Sixpence Coins which have been polished. Perfect for a birthday or Anniversary gift. The keyrings are made using silver plated backs and Coins giving a high quality finish.",,,,,,Rose Gold Plated,Rose Gold Plated,,,,,,Ideal 65th Birthday Present,1957 64th Gift,Gift boxed,100% Guarantee,Genuine 1962 British Sixpence,,,,,Ideal 65th Birthday Present,Silver,,,mens,mens,mens,mens,mens,mens,mens,mens,mens,,20mm,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,19.99,,,,,,,New,,,,,,,,,,,,,,partialupdate,1951rosegoldkr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ideal 65th Birthday Present,,,Fancy Clasps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMAZON_EU,7.3,GR,1.8,,8.4,99,CM,CM,CM,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
necklace,Z1-ABJF-KM82,floral,Threepence Cinch Pendant 1940 Lucky Silver Threepence 82nd birthday gifts for women Sterling Silver 18in Chain,rstrading,197385031,,B08B3XPN6V,ASIN,1940DomedCinchPendant,This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1940 polished silver threepence and then Silver plated mount mount on a 18 inch hallmarked sterling silver necklace. Supplied with lovely gift box Ideal present for a 82nd Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,Silver Plated,,,,,,82nd birthday gifts for women,,,,,,,,,82nd birthday gifts for women,Silver,,,,,,,,,,,,,,,Other Clasp Type,,,,,Great Britain,Not Applicable,,,29.99,8,,,,,,New,,,,,,,,,,,,,,partialupdate,1940DomedCinchPendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82nd birthday gifts for women,,,Other Clasp Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greetingcard,Z1-K2R0-Y59L,OCC Old Coin Cufflinks,7th Pottery wedding Anniversary 7 year Pottery birthday / Anniversary 2013 Lincoln Cent Premium HT,rstrading,10382892031,,B083FXRJ8S,ASIN,Premium 20137thCopperLCHT,Premium 2013 Cent Coin cufflinks set in a cufflink backs to celebrate the year of your marriage A perfect gift for your Pottery anniversary . Something out of the ordinary for your 9th wedding anniversary.,,,,,,,,,,,,,2013 9th Pottery wedding anniversary,7th Birthday gift,2013 cufflinks,2013 birthday gift,,,,,,2013 9th Pottery wedding anniversary,,,,,,,,,,,,,,,,,,,,,Great Britain,Not Applicable,,,27.99,5,,,,,,New,,,,,,,,,,,,,,partialupdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This would make an ideal 9th wedding anniversary, 2013 Pottery Wedding Anniversary Gift",,,,,,,,,,,,,,,,,,,,,Anniversary,Anniversary,Anniversary,Anniversary,Anniversary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Migrated Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufflink,Z5-0JGS-9T6I,OCC Old Coin Cufflinks,Luxury 1956 Original NewZealand Threepence 3d birthday / Anniversary Cufflinks ideal for a 66th birthday,rstrading,197339031,,1.61E+11,GCID,1956luxsixNewZealand,"Original NewZealand Threepence Birthday Anniversary Cufflinks 66th Birthday ENewZealand Threepence cufflinks for sale Genuine circulated, cleaned and polished sixpence coins A great gift for Birthday / Anniversary / Wedding day Supplied in a cufflink box",,,,,,Brass,Silver Plated,Silver Plated,Silver Plated,Silver Plated,Silver Plated,,This would make an ideal 65th Birthday Present,A Genuine Polished pair of 1956 NewZealand Threepence coins,Unique Design,A great present for a wedding anniversary,100% Guarantee,,,,,This would make an ideal 65th Birthday Present,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,29.99,1,,,,,,New,,,,,,,,,,,,,,partialupdate,1956luxsixNewZealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an ideal 66th Birthday Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
necklace,Z5-4V7P-5YMI,OCC Old Coin Cufflinks,Round Pendant 1936 Threepence 3D 86th Birthday plus a Sterling Silver 18in Chain,rstrading,10382911031,,,,1964cinch,Genuine Circulated Threepence Mounted on a Tibetan silver mount with a 18 inch Sterling silver chain 1936 coin This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1936 polished threepence mounted on a Tibetan silver mount on a 18 inch hallmarked sterling silver neck. Supplied with lovely gift box Ideal present for a 86th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Sterling Silver,,,,,,,Women's,,,,,,,,,Women's,Silver,,,,,,,,,,,,,,,Fancy Clasps,Fancy Clasps,Fancy Clasps,,,Great Britain,Not Applicable,,,27.99,3,,,,,,New,,,,,,,,,,,,,,partialupdate,1964cinch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ideal 86th Birthday Present,,,Fancy Clasps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufflink,Z7-6ZCW-Y6FE,floral,Luxury 1938 Original Lucky 1938 Sixpence 6d birthday / Anniversary Cufflinks ideal for a 84th birthday,rstrading,10382892031,,B078R7FV26,ASIN,1937luxsix,"Original lucky sixpence Birthday Anniversary Cufflinks 84th Birthday English sixpence cufflinks for sale Genuine circulated, cleaned and polished sixpence coins A great gift for Birthday / Anniversary / Wedding day Supplied in a cufflink box",,,,,,Base Metal,,,,,,,This would make an ideal 83rd Birthday Present,A Genuine Polished pair of 1938 sixpence coins,Unique Design,A great present for a wedding anniversary,100% Guarantee,,,,,This would make an ideal 83rd Birthday Present,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,39.99,11,,,,,,New,,,,,,,,,,,,,,partialupdate,1937luxsix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an ideal 84th Birthday Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewelry,Z7-T1VE-KUMF,OCC Old Coin Cufflinks,Premium Irish Threepence 1961 Coin 61st Wedding Anniversary Birthday Tie Clip,,10382892031,,,,,Premium 1961 Irish Threepence Coin Tie Clip set in a Tie Clip backs to celebrate the year of your marriage A perfect gift for your anniversary or birthday. Something out of the ordinary for your wedding anniversary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great Britain,Not Applicable,,,19.99,3,,,,,,New,,,,,,,,,,,,,,partialupdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an ideal 61st Birthday,,,,,,,,,,,,,,,This would make an ideal 1961 Birthday Wedding Anniversary,Supplied in a nice Box,This would make an ideal wedding anniversary,100% Guarantee,"1961 year wedding anniversary birthday,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Migrated Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,
necklace,Z9-JQDM-8XLT,OCC Old Coin Cufflinks,Domed Pendant 1953 Lucky sixpence 69th Birthday plus a Sterling Silver 18in Chain,rstrading,197385031,,,,1953DomePendant,This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1953 polished sixpence mounted Tibetan Silver mount on a 18 inch hallmarked sterling silver neck. Supplied with lovely gift box Ideal present for a 69th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,Coin,,,,,,Women's,,,,,,,,,Women's,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,19.99,3,,,,,,New,,,,,,,,,,,,,,partialupdate,1953DomePendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 69th Birthday Present,,,Other Clasp Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufflink,ZA-M0T9-HNWZ,OCC Old Coin Cufflinks,1989 Original American Dime birthday / Anniversary Cufflinks ideal for a 33rd birthday,rstrading,10382892031,,B07MDTLR84,ASIN,1965sixpencecuff,"1989 Original American Dime Birthday Anniversary Cufflinks 33rd Birthday American Dime cufflinks for sale Genuine circulated, cleaned and polished Dime coins A great gift for Birthday / Anniversary / Wedding day Supplied in a cufflink box",,,,,,Silver,,,,,,,This would make an ideal 33rd Birthday Present,A Genuine Polished pair of 1989 American Dime coins,Supplied in a nice presentation Box,100% Guarantee,Unique Gift,,,,,This would make an ideal 33rd Birthday Present,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,29.99,2,,,,,,New,,,,,,,,,,,,,,partialupdate,1965sixpencecuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an ideal 33rd Birthday Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Migrated Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufflink,ZB-58I8-A8HE,OCC Old Coin Cufflinks,1979 43rd Birthday / Anniversary 1 pence coin cufflinks - One pence cufflinks from 1979 for a 43rd,rstrading,10382892031,,B07MKPTLB9,ASIN,1979onepencecuff,A Genuine pair of 1979 Circulated 1 pence coins cleaned and polished and made into cufflinks A great gift for a 43rd Birthday or Anniversary. A nice Cufflink Box supplied,,,,,,Copper,,,,,,,This would make an ideal 43rd Birthday Present,A Genuine Polished pair of 1979 1 pence coins,Supplied in a nice presentation Box,1 pence coin,100% Guarantee,,,,,This would make an ideal 43rd Birthday Present,Gold - Silver,,,,,,,,,,,,,,,,,,,,Great Britain,Not Applicable,,,26.99,5,,,,,,New,,,,,,,,,,,,,,partialupdate,1979onepencecuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43rd Birthday gift, 1979 birthday gift",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Migrated Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufflink,ZB-FNZB-98PX,floral,1968 54th Canadian Dime coin cufflinks - Great gift idea 1968 Canadian Dime,rstrading,10382854031,,B078RVQ288,ASIN,1964irishcuff,54th Birthday 1968 dime coins mounted in Silver plated cufflink backs. These are genuine 1968 Canadian dime coins cleaned and polished and handmade into cufflinks Supplied in a quality cufflink box. These will make a fantastic gift for anyone,,,,,,Silver,,,,,,,Men's,,,,,,,,,Men's,silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,29.99,12,,,,,,New,,,,,,,,,,,,,,partialupdate,1964irishcuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an ideal 54th Birthday Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
necklace,ZH-E63B-JVMJ,floral,Cinch Pendant 1938 Lucky farthing 84th Birthday plus a Sterling Silver 18in Chain,rstrading,10382911031,,,,1964cinch,Genuine Circulated farthing Mounted on a Silver plated mount with a 18 inch Sterling silver chain 1938 coin This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1938 polished farthing mounted on a Silver Plated mount on a 18 inch hallmarked sterling silver neck. Supplied with lovely gift box Ideal present for a 84th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Sterling Silver,,,,,,,Ideal 83rd Birthday Present,82nd Wedding anniversary,Gift boxed,100% Guarantee,Genuine 1948 Silver Sixpence coin,,,,,Ideal 83rd Birthday Present,Silver,,,,,,,,,,,,,,,Fancy Clasps,,,,,Great Britain,Not Applicable,,,27.99,7,,,,,,New,,,,,,,,,,,,,,partialupdate,1964cinch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ideal 84th Birthday Present,,,Fancy Clasps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CollectibleCoins,ZH-LT99-GF9V,OCC Old Coin Cufflinks,,,10382892031,,B08B1R39HS,ASIN,Premium1970Shilling,Premium 1970 Old English Silver Shilling coin for a 52nd birthday cufflinks,,,,,,,,,,,,,1970 Silver Shilling Un-Circulated,51st Birthday Gift For Him,Born In 1970,Gift Box,,,,,,1970 Silver Shilling Un-Circulated,,,,,,,,,,,,,,,,,,,,,Great Britain,Not Applicable,,,39.99,1,,,,,,New,,,,,,,,,,,,,,partialupdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premium 1970 Old English Silver Shilling coin for a 52nd birthday cufflinks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Migrated Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,
necklace,ZM-5JA4-SM4T,floral,Round Pendant 1919 Threepence 3D 103rd Birthday plus a Sterling Silver 18in Chain,rstrading,10382911031,,,,1964cinch,Genuine Circulated Threepence Mounted on a Tibetan silver mount with a 18 inch Sterling silver chain 1919 coin This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1919 polished threepence mounted on a Tibetan silver mount on a 18 inch hallmarked sterling silver neck. Supplied with lovely gift box Ideal present for a 103rd Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Sterling Silver,,,,,,,Women's,,,,,,,,,Women's,Silver,,,,,,,,,,,,,,,Fancy Clasps,,,,,Great Britain,Not Applicable,,,27.99,2,,,,,,Nuevo,,,,,,,,,,,,,,partialupdate,1964cinch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ideal 103rd Birthday Present,,,Fancy Clasps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
